,fips,TOT_POP,0-9,0-9 y/o % of total pop,19-Oct,10-19 y/o % of total pop,20-29,20-29 y/o % of total pop,30-39,30-39 y/o % of total pop,40-49,40-49 y/o % of total pop,50-59,50-59 y/o % of total pop,60-69,60-69 y/o % of total pop,70-79,70-79 y/o % of total pop,80+,80+ y/o % of total pop,White-alone pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,Two or more races pop,% Two or more races,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,STATE_FIPS,CNTY_FIPS,county_pop2018_18 and older,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,diabetes_number,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,CKD_number,Urban_rural_code,COUNTY_NAME_n,STATE_NAME_n,Heart disease_number
83,2180,10008,2063,20.61350919,1697,16.95643485,1546,15.44764189,1362,13.60911271,1012,10.11191047,1080,10.79136691,800,7.993605116,334,3.337330136,114,1.139088729,1567,15.65747402,83,0.829336531,7554,75.47961631,152,1.518784972,16,0.159872102,636,6.354916067,10008,40,174,21.0,11.1,9.9,1.1,-6.9,-5.8,872,2347,1457,799,15.9,42.9,26.6,14.6,2168,22.0,26.9,25.6,55318,50553,60083,4113,3636,477,11.6,55318,73.8,276.9,256.7,112.8,105.6,9.6,8.5,6.514228993,4.695673399,0.284997518,2.958545668,8.034215758,11.4813286,0,9869,1151,11.7,2,180,6541,49.4,47.3,51.3,3229,37.8,36.3,39.4,2472,8.2,7.6,8.8,10.2,9.1,11.3,665,13.8,13.0,14.7,903,3.6,3.4,3.8,233,6,83,1,536
765,18141,270771,35084,12.95707443,38092,14.06797626,39380,14.54365497,33827,12.49284451,31179,11.51489635,33290,12.29452194,31637,11.68404297,17179,6.34447559,11103,4.10051298,216326,79.89260297,37316,13.78138722,1531,0.565422442,7010,2.588903538,267,0.09860731,8321,3.073076511,270771,777,11339,13.0,9.2,3.7,1.9,-2.8,-0.8,20253,53751,50092,51236,11.6,30.7,28.6,29.2,35068,13.5,17.7,15.9,54674,51197,58151,136728,131857,4871,3.6,54674,98.1,230.8,212.0,80.3,74.4,6.5,6.1,139.7174699,34.19092443,5.341067485,106.457186,134.4573277,352.2676782,74,268613,57385,21.4,18,141,206766,44.5,42.7,46.3,92042,35.0,33.6,36.3,72368,7.2,6.5,7.9,9.0,7.8,10.4,18610,12.5,11.6,13.4,25783,3.1,2.9,3.3,6329,3,565,14,14844
102,4015,209550,18723,8.934860415,20657,9.857790503,20519,9.791935099,19963,9.526604629,19701,9.401574803,28294,13.50226676,36643,17.48651873,30738,14.66857552,14312,6.829873539,192331,91.78286805,2709,1.292770222,6331,3.021235982,2599,1.240276784,527,0.251491291,5053,2.411357671,209550,2436,4635,8.4,15.5,-7.1,-0.9,19.5,18.6,22957,54288,58539,20104,14.7,34.8,37.6,12.9,34411,16.8,26.9,25.7,45129,42534,47724,85442,80508,4934,5.8,45129,76.4,242.0,224.0,78.1,73.2,6.9,6.1,99.43305205,56.68531325,2.425196391,97.15395183,78.57051924,270.8330765,80,204691,73559,35.9,4,15,173811,47.4,45.3,49.2,82338,28.6,27.4,29.8,49710,11.2,10.2,12.4,11.1,9.5,12.9,19296,14.2,13.2,15.4,24750,4.3,4.0,4.7,7559,4,102,2,19531
146,5075,16434,1930,11.74394548,2164,13.16782281,2118,12.8879153,1787,10.87379822,1879,11.43361324,2224,13.53291956,1969,11.98125837,1486,9.042229524,877,5.336497505,15845,96.4159669,198,1.204819277,97,0.590239747,53,0.32250213,6,0.036509675,235,1.429962273,16434,-156,652,11.5,15.3,-3.8,0.0,-5.7,-5.7,1636,4551,3393,1696,14.5,40.4,30.1,15.0,2776,17.7,26.8,24.5,40308,36590,44026,6858,6589,269,3.9,40308,85.6,207.6,188.2,79.9,75.0,7.0,6.5,7.115997113,1.139650112,0.479852679,4.902131345,9.188088227,19.8320931,0,16777,4447,26.5,5,75,12820,49.2,46.9,51.5,6313,36.9,34.9,38.7,4731,10.3,9.4,11.4,10.8,9.3,12.4,1388,13.7,12.7,14.8,1759,3.6,3.3,3.9,461,6,39,3,1321
1133,22045,70941,10151,14.30907374,9910,13.96935482,9220,12.99671558,8764,12.35392791,7837,11.04720824,9672,13.63386476,8252,11.63220141,4691,6.612537179,2444,3.445116364,44045,62.08680453,23158,32.64402814,439,0.618824093,1904,2.683920441,45,0.063432994,1350,1.902989808,70941,-1060,944,13.8,10.9,2.9,0.1,-17.9,-17.8,10053,20212,10941,5994,21.3,42.8,23.2,12.7,16816,24.1,39.3,37.3,42909,39125,46693,28639,26964,1675,5.8,42909,89.4,260.3,231.8,84.1,75.8,9.1,7.8,35.98826518,11.67639568,2.405307064,38.16522031,27.28044467,114.069404,11,73346,14679,20.0,22,45,52619,50.9,49.4,52.5,26805,39.5,38.1,40.8,20785,9.0,8.3,9.7,10.5,9.3,11.7,5528,15.1,14.3,15.9,7933,3.7,3.5,3.9,1929,3,764,18,4722
2828,51021,6293,489,7.770538694,567,9.010011123,733,11.6478627,732,11.63197203,939,14.92134117,921,14.63530907,906,14.39694899,690,10.9645638,316,5.021452407,5940,94.39059272,244,3.877324011,11,0.174797394,36,0.572064198,1,0.015890672,61,0.969331003,6293,-58,680,6.5,13.4,-7.0,-0.3,-1.9,-2.2,421,1980,1702,865,8.5,39.9,34.3,17.4,786,14.1,15.0,13.4,47681,42831,52531,2834,2744,90,3.2,47681,65.7,263.2,231.8,90.3,81.7,7.3,6.3,3.308417017,1.552990748,0.070926314,3.13848939,2.755044006,8.682562926,0,6524,1834,28.1,51,21,5328,44.8,42.3,47.3,2388,31.8,29.7,33.6,1694,8.3,7.5,9.0,8.6,7.3,9.9,456,11.5,10.6,12.5,615,3.1,2.9,3.4,168,6,1690,46,440
394,13019,19252,2402,12.47662581,2678,13.91024309,2272,11.80137129,2300,11.94681072,2381,12.36754623,2701,14.0297112,2232,11.59360066,1532,7.957614793,754,3.91647621,16567,86.05339705,2116,10.99106586,77,0.399958446,235,1.2206524,14,0.072719717,243,1.262206524,19252,139,178,12.3,11.7,0.5,0.7,6.0,6.8,2864,5526,3119,1541,21.9,42.3,23.9,11.8,4144,21.8,31.1,29.8,39412,35476,43348,7477,7166,311,4.2,39412,67.2,228.7,202.9,79.1,71.9,7.0,6.1,8.812072846,6.088840365,0.265368757,9.110383931,6.242571231,23.4036942,0,19014,4266,22.4,13,19,14587,50.3,48.2,52.4,7334,35.3,33.7,36.8,5149,9.9,9.0,10.8,11.9,10.4,13.6,1741,15.5,14.4,16.5,2257,3.9,3.7,4.2,575,6,345,10,1448
1697,31091,682,77,11.29032258,90,13.19648094,56,8.211143695,59,8.651026393,69,10.11730205,61,8.944281525,118,17.30205279,79,11.58357771,73,10.70381232,666,97.65395894,0,0.0,3,0.439882698,2,0.293255132,0,0.0,11,1.612903226,682,14,22,8.9,11.9,-3.0,0.0,23.7,23.7,33,177,179,122,6.5,34.6,35.0,23.9,55,8.3,12.8,11.9,46220,41190,51250,401,386,15,3.7,46220,77.4,239.2,214.5,88.2,80.3,6.8,6.2,0.369409538,0.290578603,0.032875681,0.316030743,0.445412457,0.970362853,0,684,316,46.2,31,91,531,43.4,40.7,46.2,231,34.3,32.2,36.3,182,9.7,8.5,10.8,8.2,6.8,9.7,44,12.5,11.2,13.8,66,3.8,3.5,4.2,20,6,1084,27,51
2955,53009,76737,7271,9.475220559,7083,9.230227921,7675,10.0016941,8193,10.676727,7273,9.477826863,9668,12.59887668,14171,18.4669716,10177,13.26218122,5226,6.810274053,66880,87.15482753,901,1.174140245,4275,5.570976191,1435,1.870023587,154,0.200685458,3092,4.02934699,76737,1025,1871,8.8,13.3,-4.6,1.0,16.9,17.9,4112,14831,22884,14746,7.3,26.2,40.5,26.1,9968,13.3,20.6,19.9,57183,53277,61089,28030,26240,1790,6.4,57183,77.3,278.8,246.3,100.6,91.7,6.9,6.1,30.92660801,19.42968985,0.936861356,38.16691697,44.97952835,113.2074749,19,73439,26654,36.3,53,9,63682,42.6,40.4,44.8,27160,30.4,28.9,31.9,19359,9.5,8.5,10.6,8.4,7.0,9.9,5342,13.4,12.2,14.6,8547,3.8,3.5,4.2,2441,5,1759,47,6026
1221,25013,470406,53262,11.32255966,62294,13.2426032,67112,14.26682483,58543,12.44520691,54754,11.63973249,64353,13.6803102,56337,11.9762503,33046,7.024995429,20705,4.401516987,389390,82.77743056,51032,10.84850108,3736,0.794207557,12723,2.704684889,834,0.177293657,12691,2.697882255,470406,2138,15129,10.4,9.7,0.7,9.1,-5.3,3.8,46509,93236,90654,85913,14.7,29.5,28.7,27.2,76016,16.7,25.8,25.1,52682,50400,54964,231265,220606,10659,4.6,52682,66.0,449.5,353.7,134.3,114.6,9.6,7.3,426.9138762,147.6206028,5.111516717,626.5356424,134.3306593,1412.277992,119,469188,103567,22.1,25,13,369266,41.3,39.4,43.0,152372,32.0,30.8,33.2,118165,7.3,6.6,8.1,7.3,6.2,8.5,27003,10.5,9.7,11.3,38894,3.2,3.0,3.4,11860,3,826,21,27022
1523,29085,9509,853,8.970449048,944,9.927437165,673,7.077505521,775,8.15017352,880,9.254390577,1404,14.76495951,1778,18.69807551,1526,16.04795457,676,7.10905458,9135,96.066884,61,0.641497529,107,1.125249763,19,0.199810706,10,0.105163529,177,1.861394468,9509,88,75,10.8,15.0,-4.2,-0.1,13.6,13.5,1105,3175,2299,732,15.1,43.4,31.4,10.0,1677,17.8,34.5,32.3,35025,31383,38667,3834,3676,158,4.1,35025,64.4,273.1,236.3,86.6,79.0,7.0,6.3,5.303600355,1.032161029,0.189358865,5.915136363,4.246605376,16.86380388,0,9352,3794,40.6,29,85,7876,54.9,52.5,57.3,4323,37.7,35.8,39.8,2969,12.8,11.6,14.2,13.8,11.9,16.0,1086,17.0,15.7,18.4,1337,4.5,4.1,4.9,354,6,1001,25,1010
1937,37099,43327,3921,9.049784199,6112,14.10667713,7741,17.86645741,4592,10.59847208,4478,10.33535671,5112,11.79864749,5669,13.08422,3991,9.211346274,1711,3.949038706,36972,85.33247167,1010,2.331109931,3915,9.035936021,453,1.045537425,19,0.043852563,958,2.21109239,43327,135,4014,8.7,8.4,0.3,1.1,1.8,2.9,3141,7205,8407,8226,11.6,26.7,31.2,30.5,6570,16.7,21.4,20.4,44502,41963,47041,19484,18682,802,4.1,44502,82.5,255.0,223.5,86.2,78.1,7.1,6.2,19.68229375,17.70029469,0.467334513,21.09264255,16.79066145,62.50181854,9,41725,10654,25.5,37,99,36132,43.7,41.6,46.1,15791,30.4,28.8,31.9,10984,8.1,7.4,9.0,8.6,7.3,9.9,3099,11.5,10.6,12.4,4157,3.2,3.0,3.4,1153,5,35,33,2926
321,12007,27732,3030,10.92600606,2911,10.49689889,3970,14.3155921,3938,14.20020193,3491,12.58834559,3660,13.19774989,3281,11.83109765,2252,8.12058272,1199,4.323525169,21282,76.74167027,5561,20.05264676,138,0.497620078,167,0.602192413,15,0.054089139,569,2.051781336,27732,599,3930,10.6,12.8,-2.2,0.3,23.5,23.8,4229,7745,5458,2056,21.7,39.7,28.0,10.6,4618,19.5,26.0,24.7,45075,40499,49651,11304,10933,371,3.3,45075,81.3,265.2,240.7,86.8,80.1,6.9,6.0,16.09288182,7.933165769,0.282536841,15.0968418,10.7806684,37.89248702,0,26775,6394,23.9,12,7,22296,53.7,52.0,55.2,11970,35.9,34.7,37.0,8004,9.6,8.8,10.4,11.4,10.2,12.9,2553,13.9,13.1,14.8,3102,3.7,3.4,3.9,816,6,292,9,2131
111,5005,41619,3854,9.260193662,4207,10.10836397,3757,9.027127033,3911,9.39715034,4046,9.721521421,5625,13.51546169,6800,16.33869146,6078,14.60390687,3341,8.027583556,40200,96.59049953,166,0.398856292,329,0.790504337,218,0.523799226,27,0.064874216,679,1.631466398,41619,303,595,8.3,16.8,-8.5,0.4,15.5,15.8,3747,11090,11007,5802,11.8,35.0,34.8,18.3,6216,15.1,23.0,21.7,39686,37327,42045,16463,15785,678,4.1,39686,84.3,207.6,188.2,79.9,75.0,7.0,6.5,18.02121722,2.886156628,1.215223843,12.41461631,23.26877473,50.22464908,17,41093,15979,38.9,5,5,34235,48.9,46.5,51.0,16754,32.5,30.7,34.2,11126,11.8,10.6,13.1,11.4,9.6,13.2,3889,14.5,13.3,15.7,4966,4.0,3.7,4.4,1381,5,111,3,4036
588,16079,12796,1483,11.58955924,1368,10.69084089,1405,10.97999375,1329,10.38605814,1370,10.70647077,1823,14.24663957,2085,16.29415442,1286,10.05001563,647,5.056267584,12026,93.98249453,74,0.578305721,232,1.813066583,89,0.695529853,22,0.171928728,353,2.758674586,12796,244,160,11.2,14.0,-2.8,0.9,21.3,22.2,1322,3531,3254,1064,14.4,38.5,35.5,11.6,2371,18.8,24.6,23.8,36085,32803,39367,5068,4777,291,5.7,36085,65.0,192.6,181.6,73.9,68.9,5.8,5.5,5.018588446,4.507976249,0.328250698,2.837544921,6.725492074,10.17577163,0,12490,3745,30.0,16,79,10166,45.7,43.5,47.8,4646,31.7,30.1,33.3,3223,9.8,8.9,10.8,9.9,8.6,11.4,1008,14.2,13.1,15.3,1448,3.9,3.6,4.2,395,6,480,12,998
1564,29167,32201,3895,12.09589764,4719,14.65482438,4768,14.80699357,3471,10.77916835,3533,10.97170895,4118,12.78842272,3643,11.31331325,2593,8.052544952,1461,4.537126176,30821,95.71441881,311,0.965808515,236,0.732896494,274,0.850905251,15,0.046582404,544,1.689388528,32201,435,1514,11.8,12.9,-1.1,-0.1,14.8,14.7,2522,7499,6072,4111,12.5,37.1,30.1,20.3,4965,16.2,23.8,22.7,45336,41177,49495,14329,13806,523,3.6,45336,83.3,273.1,236.3,86.6,79.0,7.0,6.3,17.95995741,3.495279976,0.641239334,20.0308451,14.38058047,57.10709314,8,31347,7355,23.5,29,167,24858,47.2,44.6,49.5,11737,34.2,32.3,36.1,8501,8.4,7.5,9.3,9.9,8.4,11.4,2456,11.8,10.8,12.9,2940,3.2,2.9,3.5,796,3,149,25,2086
3086,55081,46051,6398,13.89329222,6259,13.59145295,4804,10.43191244,5864,12.73370828,5299,11.50680767,6415,13.93020781,5775,12.54044429,3387,7.354889145,1850,4.017285184,43329,94.08916202,804,1.745890426,657,1.426679117,408,0.885974246,53,0.115089792,800,1.737204404,46051,434,814,12.5,9.4,3.0,0.2,6.3,6.5,2973,11445,10134,6112,9.7,37.3,33.0,19.9,5972,13.2,20.1,18.5,58391,54714,62068,23664,23020,644,2.7,58391,96.1,264.9,238.3,94.6,86.4,7.9,7.1,24.08866483,14.57518687,1.053532529,24.1757991,25.95016967,72.85217047,0,45303,10280,22.7,55,81,34358,42.9,40.4,45.3,14746,35.0,33.2,37.0,12025,7.3,6.6,8.1,7.2,6.1,8.3,2470,10.1,9.2,11.0,3461,3.1,2.8,3.3,1052,6,49,49,2523
2917,51550,242634,31326,12.91080393,32814,13.5240733,31809,13.10986919,35413,14.59523397,31250,12.87948103,33106,13.64441917,25868,10.66132529,14084,5.804627546,6964,2.870166588,149688,61.6929202,74080,30.53158255,1169,0.481795626,8560,3.527947443,333,0.13724375,8804,3.628510431,242634,2307,4307,11.7,7.9,3.9,1.4,4.3,5.8,12452,39841,55168,51624,7.8,25.0,34.7,32.5,20239,8.5,11.9,10.7,78846,75437,82255,121125,117440,3685,3.0,78846,108.6,263.2,231.8,90.3,81.7,7.3,6.3,127.5599006,59.87738077,2.734647266,121.0081415,106.2239547,334.7664028,28,235410,41793,17.8,51,550,184191,42.9,41.3,44.5,79090,33.1,31.8,34.2,60967,5.9,5.5,6.4,6.3,5.6,7.1,11671,10.5,9.9,11.2,19382,2.8,2.6,2.9,5070,2,1732,46,10944
136,5055,45325,6048,13.34362934,6090,13.43629344,5864,12.93767237,5771,12.73248759,5953,13.13403199,5821,12.84280199,4854,10.70932157,3285,7.247655819,1639,3.616105902,43150,95.20132377,830,1.831218974,277,0.611141754,182,0.401544402,181,0.399338114,705,1.555432984,45325,348,602,12.6,11.1,1.5,-0.2,6.4,6.3,3767,13130,8074,4734,12.7,44.2,27.2,15.9,7361,16.5,23.5,19.8,46512,41904,51120,19755,19064,691,3.5,46512,98.8,207.6,188.2,79.9,75.0,7.0,6.5,19.62593216,3.143156952,1.323434506,13.5200866,25.34076298,54.69694657,8,44197,9006,20.4,5,55,34222,47.7,45.4,49.8,16336,35.0,33.1,36.6,11978,8.6,7.8,9.4,9.6,8.3,11.0,3272,11.9,10.9,12.7,4056,3.1,2.9,3.3,1061,5,31,3,2936
1541,29121,15153,1800,11.87883587,1973,13.02052399,1559,10.28839174,1594,10.5193691,1718,11.33768891,1997,13.17890847,2053,13.54847225,1536,10.13660661,923,6.091203062,14367,94.81290833,367,2.421962648,59,0.389361843,69,0.455355375,10,0.065993533,281,1.854418267,15153,-88,286,10.3,11.0,-0.7,0.1,-5.1,-5.0,1302,4673,2898,1649,12.4,44.4,27.5,15.7,2064,13.9,21.8,20.0,45440,41154,49726,7661,7436,225,2.9,45440,83.5,273.1,236.3,86.6,79.0,7.0,6.3,8.451515004,1.644792941,0.301751487,9.426023904,6.767148098,26.87319594,0,15319,4479,29.2,29,121,11683,51.4,49.1,53.5,5999,36.4,34.6,38.1,4253,9.8,8.9,10.8,11.0,9.5,12.6,1285,13.6,12.5,14.6,1590,3.6,3.3,3.9,420,6,43,25,1141
653,17121,37620,4852,12.897395,4611,12.25677831,4429,11.77299309,4258,11.31844763,4241,11.2732589,5115,13.59649123,4947,13.14992026,3138,8.341307815,2029,5.393407762,34861,92.66613503,1611,4.282296651,134,0.356193514,256,0.680489102,10,0.026581606,748,1.988304094,37620,-201,759,12.8,11.0,1.8,0.6,-7.8,-7.2,2956,9281,10188,3952,11.2,35.2,38.6,15.0,7154,19.5,30.2,28.5,46096,41816,50376,17778,16899,879,4.9,46096,70.8,284.4,240.5,99.6,87.2,7.0,5.8,14.65402148,7.358013606,0.552146286,28.49606313,17.87536692,63.13955175,9,38305,9723,25.4,17,121,28882,48.4,45.9,50.6,13965,33.6,31.8,35.5,9704,9.0,8.2,9.9,10.3,8.8,11.8,2976,12.4,11.4,13.4,3586,3.6,3.3,3.9,1029,5,46,13,2600
2648,48255,15650,1839,11.75079872,1894,12.10223642,2745,17.5399361,2530,16.16613419,1898,12.12779553,1682,10.74760383,1515,9.680511182,896,5.725239617,651,4.159744409,13795,88.14696486,1456,9.303514377,164,1.047923323,79,0.504792332,5,0.031948882,151,0.96485623,15650,134,3012,11.5,9.1,2.4,5.8,0.4,6.2,2498,3840,2631,1511,23.8,36.6,25.1,14.4,2751,21.8,25.3,24.2,48743,43434,54052,6845,6652,193,2.8,48743,80.4,224.8,199.9,72.9,66.5,6.2,5.4,5.398085036,3.185960693,0.285171563,5.921535706,5.241049835,18.48326127,0,15051,2900,19.3,48,255,12303,49.5,47.5,51.3,6085,38.4,36.9,39.9,4724,7.6,7.1,8.2,7.1,6.3,7.9,873,13.6,12.8,14.4,1673,3.3,3.1,3.5,405,6,1577,43,941
2035,38095,2192,260,11.86131387,234,10.67518248,176,8.02919708,209,9.534671533,193,8.804744526,359,16.37773723,370,16.87956204,209,9.534671533,182,8.302919708,2030,92.60948905,9,0.410583942,114,5.200729927,3,0.136861314,0,0.0,36,1.642335766,2192,-66,34,10.8,9.0,1.8,0.0,-31.5,-31.5,132,531,687,300,8.0,32.2,41.6,18.2,200,9.3,11.0,9.6,51848,46536,57160,1196,1165,31,2.6,51848,79.5,237.6,217.1,87.0,79.6,10.5,9.7,1.317950681,0.654649463,0.112472815,1.012255337,1.692860065,2.604178261,0,2258,735,32.6,38,95,1729,47.9,45.4,50.3,828,36.1,34.1,38.2,624,10.4,9.3,11.4,8.8,7.5,10.2,152,13.8,12.6,15.0,239,3.9,3.6,4.2,67,6,1277,34,179
1777,34011,150972,19924,13.19714914,19545,12.94610921,19939,13.20708476,20756,13.74824471,19335,12.80701057,19465,12.89311925,16206,10.73444082,10001,6.624407175,5801,3.842434359,108503,71.86961821,32994,21.85438359,2466,1.633415468,2243,1.485705959,204,0.135124394,4562,3.021752378,150972,-776,9974,11.7,9.6,2.2,3.9,-11.3,-7.4,22944,40015,25708,15244,22.1,38.5,24.7,14.7,21430,15.2,21.8,20.9,51790,47687,55893,64289,60128,4161,6.5,51790,63.3,306.5,271.0,97.7,87.5,7.6,6.7,93.49617265,31.55517011,1.389647663,119.8147436,45.89226673,265.5243852,36,154952,30141,19.5,34,11,114865,47.4,45.9,48.9,54441,39.8,38.6,40.8,45716,8.0,7.4,8.7,8.4,7.5,9.5,9704,13.4,12.7,14.1,15390,3.5,3.3,3.7,4018,4,493,30,9243
2622,48203,66726,8952,13.41605971,9631,14.43365405,7960,11.92938285,8189,12.27257741,7804,11.69559092,8517,12.76413992,8099,12.13769745,5001,7.494829602,2573,3.856068099,50077,75.04870665,14093,21.12070257,807,1.209423613,532,0.797290412,79,0.118394629,1138,1.705482121,66726,186,1250,12.0,10.2,1.8,1.0,0.1,1.1,6591,15027,13781,8360,15.1,34.3,31.5,19.1,9584,14.7,22.8,22.5,50131,45550,54712,30028,28720,1308,4.4,50131,82.7,224.8,199.9,72.9,66.5,6.2,5.4,23.01550301,13.58379637,1.215869502,25.24730936,22.3459611,78.80601223,0,66606,14535,21.8,48,203,49861,50.9,49.1,52.8,25401,35.9,34.6,37.3,17900,8.6,7.9,9.3,8.7,7.6,9.9,4356,14.2,13.4,15.1,7099,3.5,3.3,3.8,1766,5,548,43,4276
1047,21113,53920,7093,13.15467359,7428,13.77596439,7375,13.67767062,6518,12.08827893,6988,12.95994065,7056,13.08605341,6018,11.16097923,3488,6.46884273,1956,3.627596439,49482,91.76928783,2367,4.389836795,164,0.304154303,731,1.355712166,25,0.046364985,1151,2.134643917,53920,639,1719,12.2,7.9,4.3,1.8,5.7,7.6,4540,10374,9202,10077,13.3,30.3,26.9,29.5,6562,12.6,17.0,14.9,59443,55142,63744,26425,25465,960,3.6,59443,118.4,230.9,214.6,77.3,72.9,8.3,7.6,35.40444212,11.89801634,1.267030137,23.83223354,22.92721201,77.90425302,0,51667,10163,19.7,21,113,40921,47.6,45.2,50.2,19496,36.1,34.0,37.9,14772,8.5,7.6,9.4,10.3,8.7,12.2,4214,12.7,11.7,13.9,5213,3.1,2.9,3.3,1256,3,719,17,3465
2227,41043,127335,15628,12.27313779,15737,12.35873876,16192,12.71606393,16212,12.73177053,14944,11.73597204,16181,12.7074253,16686,13.10401696,10565,8.297011819,5190,4.075862881,117928,92.61240036,999,0.784544705,2120,1.664899674,1508,1.184277693,285,0.22381906,4495,3.530058507,127335,2358,1084,12.1,10.3,1.8,0.2,16.6,16.8,8586,25544,34350,16618,10.1,30.0,40.4,19.5,15989,12.7,16.3,15.3,54292,50555,58029,58551,55780,2771,4.7,54292,85.9,303.4,271.5,109.4,101.0,9.2,8.3,63.838978,35.18588126,1.8534877,78.05917871,60.10161755,187.2326428,11,121074,29548,24.4,41,43,98656,45.2,43.3,47.2,44633,34.2,32.7,35.6,33740,8.0,7.3,8.8,8.7,7.5,10.1,8607,11.3,10.4,12.3,11177,3.3,3.0,3.5,3223,4,600,37,7924
930,20089,2841,304,10.70045759,288,10.13727561,254,8.940513904,246,8.658922914,250,8.799718409,369,12.98838437,515,18.12741992,354,12.46040127,261,9.186906019,2767,97.39528335,10,0.351988736,19,0.668778599,14,0.492784231,0,0.0,31,1.091165083,2841,-14,27,10.9,12.3,-1.4,0.0,-3.5,-3.5,132,932,763,372,6.0,42.4,34.7,16.9,420,15.0,22.9,23.7,44271,39513,49029,1287,1251,36,2.8,44271,76.1,227.6,206.5,88.0,80.5,6.8,6.3,1.602237331,0.811852289,0.135633976,1.175819722,1.745677579,3.720664399,0,2963,1107,37.4,20,89,2302,52.3,49.8,54.6,1204,39.5,37.6,41.4,909,11.5,10.4,12.6,10.9,9.3,12.5,250,16.0,14.8,17.4,369,4.3,4.0,4.6,99,6,649,16,265
220,6073,3343364,409094,12.23599943,404237,12.09072659,538232,16.09851634,504704,15.09569404,417723,12.49409278,412056,12.32459284,341224,10.20600808,197656,5.911889941,118438,3.542479969,2522987,75.46252816,184779,5.526738937,44035,1.317086623,420909,12.58938602,19678,0.588568879,150976,4.515691381,3343364,17896,108137,12.5,6.9,5.6,3.1,-3.2,-0.2,286008,409272,680074,848022,12.9,18.4,30.6,38.1,372148,11.5,14.9,15.1,78777,77510,80044,1592193,1539530,52663,3.3,78777,104.7,279.6,243.8,96.2,87.1,7.2,6.2,1302.792276,669.1453517,30.3427032,1890.122205,1284.535942,4967.328718,570,3283665,604412,18.4,6,73,2620956,34.1,32.6,35.5,893601,24.1,23.2,25.0,631650,5.3,4.9,5.8,5.1,4.4,5.9,133740,9.6,9.0,10.2,251137,2.7,2.6,2.9,70932,1,201,4,139723
927,20083,1818,213,11.71617162,233,12.81628163,165,9.075907591,189,10.3960396,169,9.295929593,268,14.74147415,264,14.52145215,163,8.96589659,154,8.470847085,1708,93.94939494,23,1.265126513,11,0.605060506,47,2.585258526,0,0.0,29,1.595159516,1818,-31,14,12.0,11.5,0.5,1.6,-18.5,-16.9,123,271,542,371,9.4,20.7,41.5,28.4,210,11.7,13.4,13.1,54058,48251,59865,991,966,25,2.5,54058,93.0,227.6,206.5,88.0,80.5,6.8,6.3,1.025296539,0.519516882,0.086794287,0.752425292,1.117086181,2.380910903,0,1875,577,30.8,20,83,1405,46.6,44.1,49.3,655,35.8,33.7,37.8,503,8.7,7.7,9.8,8.0,6.6,9.5,112,12.8,11.6,14.0,180,3.4,3.1,3.7,48,6,648,16,123
